,מס' לקוח,שם לקוח,מק'ט,תאור מוצר,תאור משפחה,שם ספק מועדף,מחיר ליחידה,הנחה (%),הנחה כללית (%),שם סוכן,עמלת סוכן (%),חשבונית,עלות (שח),עלות יצוא (שח),עלויות נוספות(שח),סה'כ עלויות (שח),סהכ חייב בעמלה שח,סכום בהזמנה (שח),כמות ביח' מפעל,כמות בהזמנה,יתרה בהזמנה,כמות בהזמנה-יח' מפעל,סכום כולל מע'מ מ.חש',% רווח ביחס למחיר,% רווח ביחס לעלות,רווח (שח),סכום (שח),כמות,כמות (ללא סיכום),% רווח לעלות + סיכום,% רווח למחיר + סיכום,סה'כ עמלת סוכן שח,תאריך,ת.אספקה בהזמנה
824,200011,"נע חלקי חילוף בע""מ",46451226GSP,ציריה ימין מזדה 3 13+ 2.0,ציריות,GSP,723.0,52.0,0.0,ישראל בנינפלד,3.0,IN244008066,208.42,0.0,0.0,208.42,347.16,347.23,1,1,0,1,700.0,36.96,61.57,128.32,347.16,1,1,61.57,36.96,10.41,2024-03-13,11/03/2024
825,200011,"נע חלקי חילוף בע""מ",46451227GSP,ציריה שמאל מזדה 3 13+ 2.0,ציריות,GSP,523.0,52.0,0.0,ישראל בנינפלד,3.0,IN244008066,143.72,0.0,0.0,143.72,251.13,251.18,1,1,0,1,700.0,39.77,69.49,99.87,251.13,1,1,69.49,39.77,7.53,2024-03-13,11/03/2024
826,200011,"נע חלקי חילוף בע""מ",46451233GSP,ציריה ימין מזדה 3 16+ 1.5 ציר 27,ציריות,GSP,680.0,55.0,0.0,ישראל בנינפלד,3.0,IN244011156,197.78,0.0,0.0,197.78,306.04,306.04,1,1,0,1,2228.0,32.37,50.09,99.07,306.04,1,1,50.09,32.37,9.18,2024-10-04,08/04/2024
827,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,371.0,50.0,0.0,ישראל בנינפלד,3.0,IN244009113,215.22,0.0,0.0,215.22,371.07,371.06,2,2,0,2,440.0,39.0,67.24,144.71,371.07,2,2,67.24,39.0,11.13,2024-03-21,21/03/2024
828,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,371.0,50.0,0.0,ישראל בנינפלד,3.0,IN244011803,215.22,0.0,0.0,215.22,371.07,371.06,2,2,0,2,440.0,39.0,67.24,144.71,371.07,2,2,67.24,39.0,11.13,2024-04-17,17/04/2024
829,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,371.0,50.0,0.0,ישראל בנינפלד,3.0,IN244015822,215.22,0.0,0.0,215.22,370.82,370.82,2,2,0,2,666.0,38.96,67.12,144.47,370.82,2,2,67.12,38.96,11.12,2024-05-29,29/05/2024
830,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,374.0,50.0,0.0,ישראל בנינפלד,3.0,IN244004603,107.61,0.0,0.0,107.61,187.3,187.3,1,1,0,1,225.0,39.54,68.83,74.07,187.3,1,1,68.83,39.54,5.61,2024-08-02,08/02/2024
831,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,374.0,52.0,0.0,ישראל בנינפלד,3.0,IN244005263,215.22,0.0,0.0,215.22,359.1,359.09,2,2,0,2,426.0,37.06,61.84,133.1,359.1,2,2,61.84,37.06,10.77,2024-02-15,14/02/2024
832,200011,"נע חלקי חילוף בע""מ",46451416GSP,ציריה ימין מזדה 5 עד 13/מזדה 3 2.0 09-12,ציריות,GSP,387.0,50.0,0.0,ישראל בנינפלד,3.0,IN244015822,112.11,0.0,0.0,112.11,193.41,193.4,1,1,0,1,666.0,39.03,67.34,75.49,193.41,1,1,67.34,39.03,5.8,2024-05-29,29/05/2024
833,200011,"נע חלקי חילוף בע""מ",46451523GSP,ציריה שמאל מזדה 6 08-12,ציריות,GSP,428.0,50.0,0.0,ישראל בנינפלד,3.0,IK24001538,-138.46,0.0,0.0,-138.46,-213.68,0.0,-1,0,0,0,-250.0,32.2,49.69,-68.8,-213.68,-1,-1,49.69,32.2,-6.41,2024-08-18,
834,200011,"נע חלקי חילוף בע""מ",46451524GSP,ציריה ימין מזדה 6 08-12,ציריות,GSP,411.0,50.0,0.0,ישראל בנינפלד,3.0,IN244010137,119.22,0.0,0.0,119.22,205.26,205.26,1,1,0,1,246.0,38.91,67.0,79.88,205.26,1,1,67.0,38.91,6.15,2024-01-04,31/03/2024
835,200011,"נע חלקי חילוף בע""מ",46451527GSP,ציריה ימין מזדה CX5/+13 2.0 6 נפח 2.0 12+,ציריות,GSP,342.5,0.0,0.0,ישראל בנינפלד,3.0,IN244011033,198.77,0.0,0.0,198.77,342.37,342.37,1,1,0,1,807.0,38.94,67.07,133.32,342.37,1,1,67.07,38.94,10.27,2024-09-04,09/04/2024
836,200011,"נע חלקי חילוף בע""מ",46451527GSP,ציריה ימין מזדה CX5/+13 2.0 6 נפח 2.0 12+,ציריות,GSP,685.0,52.0,0.0,ישראל בנינפלד,3.0,IN244006729,397.54,0.0,0.0,397.54,657.68,657.68,2,2,0,2,1346.0,36.55,60.47,240.4,657.68,2,2,60.47,36.55,19.73,2024-02-29,29/02/2024
837,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריה ימין מזדה 12-16 CX5/13-16 2.5 6,ציריות,GSP,683.0,52.0,0.0,ישראל בנינפלד,3.0,IK24000617,-198.77,0.0,0.0,-198.77,-327.88,0.0,-1,0,0,0,-2630.0,36.37,60.0,-119.27,-327.88,-1,-1,60.0,36.37,-9.83,2024-03-20,
838,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריה ימין מזדה 12-16 CX5/13-16 2.5 6,ציריות,GSP,683.0,52.0,0.0,ישראל בנינפלד,3.0,IN244005574,173.32,0.0,0.0,173.32,327.49,327.48,1,1,0,1,389.0,44.07,83.28,144.34,327.49,1,1,83.28,44.07,9.82,2024-02-19,19/02/2024
839,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריה ימין מזדה 12-16 CX5/13-16 2.5 6,ציריות,GSP,685.0,50.0,0.0,ישראל בנינפלד,3.0,IN244014027,397.54,0.0,0.0,397.54,684.74,684.74,2,2,0,2,807.0,38.94,67.07,266.65,684.74,2,2,67.07,38.94,20.54,2024-12-05,11/05/2024
840,200011,"נע חלקי חילוף בע""מ",46451533GSP,ציריה שמאל מזדה CX5/+13 2.5+2.0 6 נפח 2.5+2.0,ציריות,GSP,508.0,52.0,0.0,ישראל בנינפלד,3.0,IN244006729,288.27,0.0,0.0,288.27,487.74,487.74,2,2,0,2,1346.0,37.89,64.11,184.83,487.74,2,2,64.11,37.89,14.63,2024-02-29,29/02/2024
841,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריה ימין מזדה CX5/+13 2.5 6 נפח 2.5 12+,ציריות,GSP,342.5,0.0,0.0,ישראל בנינפלד,3.0,IK24000928,-198.77,0.0,0.0,-198.77,-342.39,0.0,-1,0,0,0,-948.0,38.94,67.08,-133.34,-342.39,-1,-1,67.08,38.94,-10.27,2024-08-05,
842,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריה ימין מזדה CX5/+13 2.5 6 נפח 2.5 12+,ציריות,GSP,342.5,0.0,0.0,ישראל בנינפלד,3.0,IN244011033,198.77,0.0,0.0,198.77,342.37,342.37,1,1,0,1,807.0,38.94,67.07,133.32,342.37,1,1,67.07,38.94,10.27,2024-09-04,09/04/2024
843,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריה ימין מזדה CX5/+13 2.5 6 נפח 2.5 12+,ציריות,GSP,685.0,50.0,0.0,ישראל בנינפלד,3.0,IN244014205,198.77,0.0,0.0,198.77,342.85,342.85,1,1,0,1,407.0,39.02,67.31,133.79,342.85,1,1,67.31,39.02,10.28,2024-05-13,12/05/2024
844,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריה ימין מזדה CX5/+13 2.5 6 נפח 2.5 12+,ציריות,GSP,685.0,52.0,0.0,ישראל בנינפלד,3.0,IN244006780,397.54,0.0,0.0,397.54,657.4,657.39,2,2,0,2,775.0,36.52,60.4,240.13,657.4,2,2,60.4,36.52,19.72,2024-02-29,29/02/2024
845,200011,"נע חלקי חילוף בע""מ",46490302GSP,ציריה שמאל אאוטלנדר 13+,ציריות,GSP,635.0,50.0,0.0,ישראל בנינפלד,3.0,IN244003415,196.45,0.0,0.0,196.45,317.22,317.22,1,1,0,1,377.0,35.07,56.63,111.25,317.22,1,1,56.63,35.07,9.51,2024-01-29,28/01/2024
846,200011,"נע חלקי חילוף בע""מ",46551920GSP,ציריה שמאל קשקאי 08-13 4X2 אוטומט,ציריות,GSP,482.0,50.0,0.0,ישראל בנינפלד,3.0,IK24000091,-124.74,0.0,0.0,-124.74,-241.06,0.0,-1,0,0,0,-380.0,45.25,87.45,-109.08,-241.06,-1,-1,87.45,45.25,-7.23,2024-01-14,
847,200011,"נע חלקי חילוף בע""מ",46580111GSP,ציריה שמאל אוקטביה 1.8 בנזין אוטומט קארדן 108,ציריות,GSP,546.0,50.0,0.0,ישראל בנינפלד,3.0,IN244000667,138.65,0.0,0.0,138.65,272.78,272.78,1,1,0,1,325.0,46.17,90.83,125.94,272.78,1,1,90.83,46.17,8.18,2024-07-01,07/01/2024
848,200011,"נע חלקי חילוף בע""מ",46580111GSP,ציריה שמאל אוקטביה 1.8 בנזין אוטומט קארדן 108,ציריות,GSP,548.0,50.0,0.0,ישראל בנינפלד,3.0,IN244023330,159.01,0.0,0.0,159.01,273.64,273.63,1,1,0,1,326.0,38.89,66.92,106.42,273.64,1,1,66.92,38.89,8.2,2024-12-09,12/09/2024
849,200011,"נע חלקי חילוף בע""מ",46620205GSP,ציריה סוברו 04-08 B4,ציריות,GSP,409.0,52.0,0.0,ישראל בנינפלד,3.0,IN244008065,474.2,0.0,0.0,474.2,785.47,785.59,4,4,0,4,919.0,36.62,60.67,287.7,785.47,4,4,60.67,36.62,23.56,2024-03-13,11/03/2024
850,200011,"נע חלקי חילוף בע""מ",46620611GSP,ציריה אימפרזה 04+/פורסטר 04-07,ציריות,GSP,200.0,0.0,0.0,ישראל בנינפלד,3.0,IN244009296,232.26,0.0,0.0,232.26,399.74,399.73,2,2,0,2,608.0,38.89,66.94,155.48,399.74,2,2,66.94,38.89,11.99,2024-03-24,24/03/2024
851,200011,"נע חלקי חילוף בע""מ",46620913GSP,ציריה טנדר 80-84,ציריות,GSP,401.0,52.0,0.0,ישראל בנינפלד,3.0,IN244006774,464.68,0.0,0.0,464.68,769.82,769.81,4,4,0,4,1796.0,36.63,60.69,282.04,769.82,4,4,60.69,36.63,23.09,2024-02-29,29/02/2024
852,200011,"נע חלקי חילוף בע""מ",46621115GSP,ציריה לאונה 85-92,ציריות,GSP,396.0,52.0,0.0,ישראל בנינפלד,3.0,IN244006774,490.76,0.0,0.0,490.76,760.22,760.22,4,4,0,4,1796.0,32.44,50.25,246.65,760.22,4,4,50.25,32.44,22.8,2024-02-29,29/02/2024
853,200011,"נע חלקי חילוף בע""מ",46621217GSP,ציריה לגאסי 1.8/אימפרזה 94-00,ציריות,GSP,381.0,50.0,0.0,ישראל בנינפלד,3.0,IN244022159,221.14,0.0,0.0,221.14,381.32,381.31,2,2,0,2,452.0,39.0,67.26,148.74,381.32,2,2,67.26,39.0,11.43,2024-08-21,21/08/2024
854,200011,"נע חלקי חילוף בע""מ",46641212GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל (לפי שילדה),ציריות,GSP,586.0,55.0,0.0,ישראל בנינפלד,3.0,IN244010630,334.96,0.0,0.0,334.96,527.31,527.31,2,2,0,2,1703.0,33.47,52.7,176.53,527.31,2,2,52.7,33.47,15.81,2024-04-04,04/04/2024
855,200011,"נע חלקי חילוף בע""מ",46641212GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל (לפי שילדה),ציריות,GSP,586.0,55.0,0.0,ישראל בנינפלד,3.0,IN244012277,502.44,0.0,0.0,502.44,790.99,790.99,3,3,0,3,1672.0,33.47,52.7,264.82,790.99,3,3,52.7,33.47,23.72,2024-04-24,23/04/2024
856,200011,"נע חלקי חילוף בע""מ",46641213GSP,ציריה שמאל ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,ציריות,GSP,167.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020326,117.23,0.0,0.0,117.23,166.97,166.96,1,1,0,1,1812.0,26.78,38.15,44.73,166.97,1,1,38.15,26.78,5.0,2024-07-23,23/07/2024
857,200011,"נע חלקי חילוף בע""מ",46641213GSP,ציריה שמאל ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,ציריות,GSP,167.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020332,117.23,0.0,0.0,117.23,167.18,167.17,1,1,0,1,424.0,26.87,38.33,44.93,167.18,1,1,38.33,26.87,5.01,2024-07-23,23/07/2024
858,200011,"נע חלקי חילוף בע""מ",46641214GSP,ציריה ימין ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,ציריות,GSP,195.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020326,140.48,0.0,0.0,140.48,194.96,194.96,1,1,0,1,1812.0,24.94,34.61,48.63,194.96,1,1,34.61,24.94,5.84,2024-07-23,23/07/2024
859,200011,"נע חלקי חילוף בע""מ",46641214GSP,ציריה ימין ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,ציריות,GSP,195.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020332,140.48,0.0,0.0,140.48,195.21,195.21,1,1,0,1,424.0,25.03,34.79,48.87,195.21,1,1,34.79,25.03,5.85,2024-07-23,23/07/2024
860,200011,"נע חלקי חילוף בע""מ",46641230GSP,ציריה שמאל ברלינגו 19+ 1.5 גיר רגיל,ציריות,GSP,195.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020326,135.38,0.0,0.0,135.38,194.96,194.96,1,1,0,1,1812.0,27.56,39.68,53.73,194.96,1,1,39.68,27.56,5.84,2024-07-23,23/07/2024
861,200011,"נע חלקי חילוף בע""מ",46641230GSP,ציריה שמאל ברלינגו 19+ 1.5 גיר רגיל,ציריות,GSP,469.0,55.0,0.0,ישראל בנינפלד,3.0,IN244010630,270.76,0.0,0.0,270.76,422.03,422.03,2,2,0,2,1703.0,32.84,51.19,138.6,422.03,2,2,51.19,32.84,12.66,2024-04-04,04/04/2024
862,200011,"נע חלקי חילוף בע""מ",46641230GSP,ציריה שמאל ברלינגו 19+ 1.5 גיר רגיל,ציריות,GSP,469.0,55.0,0.0,ישראל בנינפלד,3.0,IN244012277,406.14,0.0,0.0,406.14,633.07,633.06,3,3,0,3,1672.0,32.84,51.19,207.93,633.07,3,3,51.19,32.84,18.99,2024-04-24,23/04/2024
863,200011,"נע חלקי חילוף בע""מ",46641249GSP,ציריה שמאל ברלינגו 11 HDI 1.6+,ציריות,GSP,521.0,50.0,0.0,ישראל בנינפלד,3.0,IN244002883,102.39,0.0,0.0,102.39,260.46,260.45,1,1,0,1,2449.0,57.68,146.74,150.25,260.46,1,1,146.74,57.68,7.81,2024-01-24,24/01/2024
864,200011,"נע חלקי חילוף בע""מ",46641249GSP,ציריה שמאל ברלינגו 11 HDI 1.6+,ציריות,GSP,521.0,55.0,0.0,ישראל בנינפלד,3.0,IN244010630,102.39,0.0,0.0,102.39,234.41,234.41,1,1,0,1,1703.0,53.32,122.07,124.98,234.41,1,1,122.07,53.32,7.03,2024-04-04,04/04/2024
865,200011,"נע חלקי חילוף בע""מ",46641249GSP,ציריה שמאל ברלינגו 11 HDI 1.6+,ציריות,GSP,521.0,55.0,0.0,ישראל בנינפלד,3.0,IN244015114,307.17,0.0,0.0,307.17,703.19,703.18,3,3,0,3,1765.0,53.31,122.05,374.92,703.19,3,3,122.05,53.31,21.09,2024-05-22,21/05/2024
866,200011,"נע חלקי חילוף בע""מ",46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,ציריות,GSP,593.0,50.0,0.0,ישראל בנינפלד,3.0,IN244002883,183.72,0.0,0.0,183.72,296.45,296.45,1,1,0,1,2449.0,35.02,56.51,103.83,296.45,1,1,56.51,35.02,8.89,2024-01-24,24/01/2024
867,200011,"נע חלקי חילוף בע""מ",46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,ציריות,GSP,593.0,55.0,0.0,ישראל בנינפלד,3.0,IN244010630,183.72,0.0,0.0,183.72,266.8,266.8,1,1,0,1,1703.0,28.13,40.86,75.07,266.8,1,1,40.86,28.13,8.0,2024-04-04,04/04/2024
868,200011,"נע חלקי חילוף בע""מ",46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,ציריות,GSP,593.0,55.0,0.0,ישראל בנינפלד,3.0,IN244015114,551.16,0.0,0.0,551.16,800.36,800.36,3,3,0,3,1765.0,28.13,40.85,225.18,800.36,3,3,40.85,28.13,24.01,2024-05-22,21/05/2024
869,200011,"נע חלקי חילוף בע""מ",46641257GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל,ציריות,GSP,229.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020326,162.49,0.0,0.0,162.49,228.96,228.95,1,1,0,1,1812.0,26.03,36.67,59.6,228.96,1,1,36.67,26.03,6.86,2024-07-23,23/07/2024
870,200011,"נע חלקי חילוף בע""מ",46641315GSP,ציריה שמאל ג'מפי 2.0 17+ דיזל אוטומט,ציריות,GSP,265.0,0.0,0.0,ישראל בנינפלד,3.0,IN244010210,327.84,0.0,0.0,327.84,530.04,530.03,2,2,0,2,626.0,35.14,56.82,186.29,530.04,2,2,56.82,35.14,15.9,2024-01-04,01/04/2024
871,200011,"נע חלקי חילוף בע""מ",46760620GSP,ציריה ימין 11 C3/+14 2008/+12 208+/מנועי דיזל,ציריות,GSP,562.0,50.0,0.0,ישראל בנינפלד,3.0,IN244001917,264.08,0.0,0.0,264.08,561.67,281.31,2,1,-1,1,663.0,49.98,106.3,280.73,561.67,2,2,106.3,49.98,16.85,2024-01-16,16/01/2024
872,200011,"נע חלקי חילוף בע""מ",46762004GSP,ציריה שמאל C4 פיקסו 1.6 1.6/+14 3008 17+,ציריות,GSP,551.0,50.0,0.0,ישראל בנינפלד,3.0,IN244025276,128.28,0.0,0.0,128.28,275.65,275.65,1,1,0,1,662.0,50.46,108.43,139.1,275.65,1,1,108.43,50.46,8.26,2024-10-15,15/10/2024
873,200011,"נע חלקי חילוף בע""מ",46762005GSP,ציריה ימין C4 פיקסו 1.6 1.6/+14 3008 17+,ציריות,GSP,570.0,50.0,0.0,ישראל בנינפלד,3.0,IN244025276,132.81,0.0,0.0,132.81,285.16,285.15,1,1,0,1,662.0,50.42,108.27,143.79,285.16,1,1,108.27,50.42,8.55,2024-10-15,15/10/2024
874,200011,"נע חלקי חילוף בע""מ",46781383GSP,ציריה שמאל אוקטביה 05+/גולף 05+/פאסאט 06+ אוטומט,ציריות,GSP,479.0,50.0,0.0,ישראל בנינפלד,3.0,IK24000617,-148.19,0.0,0.0,-148.19,-239.53,0.0,-1,0,0,0,-2630.0,35.13,56.78,-84.15,-239.53,-1,-1,56.78,35.13,-7.18,2024-03-20,
875,200011,"נע חלקי חילוף בע""מ",46781383GSP,ציריה שמאל אוקטביה 05+/גולף 05+/פאסאט 06+ אוטומט,ציריות,GSP,479.0,50.0,0.0,ישראל בנינפלד,3.0,IN244004112,148.19,0.0,0.0,148.19,239.44,239.45,1,1,0,1,286.0,35.1,56.72,84.06,239.44,1,1,56.72,35.1,7.18,2024-04-02,04/02/2024
876,200011,"נע חלקי חילוף בע""מ",46781416GSP,ציריה ימין פולו 1.0 15+/פביה 17+/רפיד 18+/איביזה 16+,ציריות,GSP,597.0,50.0,0.0,ישראל בנינפלד,3.0,IK24001825,-143.02,0.0,0.0,-143.02,-298.29,0.0,-1,0,0,0,-349.0,49.05,102.3,-146.32,-298.29,-1,-1,102.3,49.05,-8.94,2024-10-14,
877,200011,"נע חלקי חילוף בע""מ",46781416GSP,ציריה ימין פולו 1.0 15+/פביה 17+/רפיד 18+/איביזה 16+,ציריות,GSP,597.0,50.0,0.0,ישראל בנינפלד,3.0,IN244025155,286.04,0.0,0.0,286.04,597.19,298.4,2,1,-1,1,1367.0,49.1,102.51,293.23,597.19,2,2,102.51,49.1,17.91,2024-10-14,14/10/2024
878,200011,"נע חלקי חילוף בע""מ",46781417GSP,ציריה שמאל פולו 1.0 15+/פביה 17+/רפיד 18+/איביזה 16+,ציריות,GSP,566.0,50.0,0.0,ישראל בנינפלד,3.0,IN244025155,281.14,0.0,0.0,281.14,566.18,565.82,2,2,0,2,1367.0,47.34,95.34,268.05,566.18,2,2,95.34,47.34,16.98,2024-10-14,14/10/2024
879,200011,"נע חלקי חילוף בע""מ",46800902GSP,ציריה שמאל דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,GSP,250.0,0.0,0.0,ישראל בנינפלד,3.0,IN244011419,144.94,0.0,0.0,144.94,249.98,249.97,1,1,0,1,3164.0,39.01,67.29,97.54,249.98,1,1,67.29,39.01,7.49,2024-04-14,14/04/2024
880,200011,"נע חלקי חילוף בע""מ",46800902GSP,ציריה שמאל דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,GSP,500.0,50.0,0.0,ישראל בנינפלד,3.0,IN244009452,289.88,0.0,0.0,289.88,500.0,499.99,2,2,0,2,1466.0,39.02,67.31,195.12,500.0,2,2,67.31,39.02,15.0,2024-03-25,25/03/2024
881,200011,"נע חלקי חילוף בע""מ",46800903GSP,ציריה ימין דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,GSP,374.0,0.0,0.0,ישראל בנינפלד,3.0,IN244011419,230.02,0.0,0.0,230.02,373.97,373.96,1,1,0,1,3164.0,35.49,57.7,132.73,373.97,1,1,57.7,35.49,11.21,2024-04-14,14/04/2024
882,200011,"נע חלקי חילוף בע""מ",46800903GSP,ציריה ימין דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,GSP,748.0,50.0,0.0,ישראל בנינפלד,3.0,IN244009452,460.03,0.0,0.0,460.03,747.99,747.99,2,2,0,2,1466.0,35.49,57.71,265.52,747.99,2,2,57.71,35.49,22.43,2024-03-25,25/03/2024
883,200011,"נע חלקי חילוף בע""מ",46800925GSP,ציריה ימין דוקאטו 15+ 2.3,ציריות,GSP,392.5,0.0,0.0,ישראל בנינפלד,3.0,IN244011419,655.98,0.0,0.0,655.98,1177.39,1177.37,3,3,0,3,3164.0,41.28,74.1,486.08,1177.39,3,3,74.1,41.28,35.32,2024-04-14,14/04/2024
884,200011,"נע חלקי חילוף בע""מ",46800926GSP,ציריה שמאל דוקאטו 15+ 2.3,ציריות,GSP,316.0,0.0,0.0,ישראל בנינפלד,3.0,IN244011419,175.05,0.0,0.0,175.05,315.97,315.96,1,1,0,1,3164.0,41.59,75.08,131.44,315.97,1,1,75.08,41.59,9.47,2024-04-14,14/04/2024
885,200011,"נע חלקי חילוף בע""מ",46801712GSP,ציריה ימין פיורינו 1.3 08+ דיזל,ציריות,GSP,428.0,50.0,0.0,ישראל בנינפלד,3.0,IK24000617,-132.5,0.0,0.0,-132.5,-214.02,0.0,-1,0,0,0,-2630.0,35.08,56.67,-75.09,-214.02,-1,-1,56.67,35.08,-6.42,2024-03-20,
886,200011,"נע חלקי חילוף בע""מ",46801712GSP,ציריה ימין פיורינו 1.3 08+ דיזל,ציריות,GSP,428.0,50.0,0.0,ישראל בנינפלד,3.0,IN244003964,132.5,0.0,0.0,132.5,214.17,214.16,1,1,0,1,507.0,35.13,56.78,75.24,214.17,1,1,56.78,35.13,6.42,2024-01-02,01/02/2024
887,200011,"נע חלקי חילוף בע""מ",46801713GSP,ציריה שמאל פיורינו 1.3 08+ דיזל,ציריות,GSP,428.0,50.0,0.0,ישראל בנינפלד,3.0,IK24000617,-132.5,0.0,0.0,-132.5,-214.02,0.0,-1,0,0,0,-2630.0,35.08,56.67,-75.09,-214.02,-1,-1,56.67,35.08,-6.42,2024-03-20,
888,200011,"נע חלקי חילוף בע""מ",46801713GSP,ציריה שמאל פיורינו 1.3 08+ דיזל,ציריות,GSP,428.0,50.0,0.0,ישראל בנינפלד,3.0,IN244003964,132.5,0.0,0.0,132.5,214.16,214.16,1,1,0,1,507.0,35.13,56.78,75.23,214.16,1,1,56.78,35.13,6.42,2024-01-02,01/02/2024
889,200011,"נע חלקי חילוף בע""מ",46821209GSP,ציריה ימין פוקוס 1.6 11+ אוטומט,ציריות,GSP,210.0,0.0,0.0,ישראל בנינפלד,3.0,IN244020326,287.98,0.0,0.0,287.98,419.92,419.92,2,2,0,2,1812.0,28.42,41.44,119.34,419.92,2,2,41.44,28.42,12.59,2024-07-23,23/07/2024
890,200011,"נע חלקי חילוף בע""מ",46900101GSP,ציריה ימין אופטימה 16+ בנזין/ סונטה הייבריד +15,ציריות,GSP,660.0,50.0,0.0,ישראל בנינפלד,3.0,IK24001539,-170.91,0.0,0.0,-170.91,-329.91,0.0,-1,0,0,0,-386.0,45.19,87.24,-149.1,-329.91,-1,-1,87.24,45.19,-9.89,2024-08-18,
891,200011,"נע חלקי חילוף בע""מ",46900101GSP,ציריה ימין אופטימה 16+ בנזין/ סונטה הייבריד +15,ציריות,GSP,660.0,50.0,0.0,ישראל בנינפלד,3.0,IN244013763,170.91,0.0,0.0,170.91,329.89,329.88,1,1,0,1,731.0,45.19,87.22,149.08,329.89,1,1,87.22,45.19,9.89,2024-08-05,08/05/2024
892,200011,"נע חלקי חילוף בע""מ",46900102GSP,ציריה שמאל אופטימה 16+ בנזין / סונטה הייבריד +15,ציריות,GSP,580.0,50.0,0.0,ישראל בנינפלד,3.0,IN244013763,131.86,0.0,0.0,131.86,289.9,289.9,1,1,0,1,731.0,51.51,113.25,149.34,289.9,1,1,113.25,51.51,8.69,2024-08-05,08/05/2024
893,200011,"נע חלקי חילוף בע""מ",46900740GSP,ציריה שמאל סורנטו 03-09,ציריות,GSP,512.0,50.0,0.0,ישראל בנינפלד,3.0,IN244001573,96.24,0.0,0.0,96.24,255.7,256.41,1,1,0,1,305.0,59.36,157.71,151.78,255.7,1,1,157.71,59.36,7.67,2024-01-14,14/01/2024
894,200011,"נע חלקי חילוף בע""מ",46900949GSP,ציריה ימין ספורטאג' 10+ בנזין/IX35 בנזין,ציריות,GSP,546.0,50.0,0.0,ישראל בנינפלד,3.0,IN244002365,107.27,0.0,0.0,107.27,272.78,272.78,1,1,0,1,325.0,57.67,146.66,157.32,272.78,1,1,146.66,57.67,8.18,2024-01-21,21/01/2024
895,200011,"נע חלקי חילוף בע""מ",46901111GSP,ציריה שמאל סרטו 09+,ציריות,GSP,496.0,50.0,0.0,ישראל בנינפלד,3.0,IN244010398,136.49,0.0,0.0,136.49,247.99,247.99,1,1,0,1,296.0,41.96,76.24,104.06,247.99,1,1,76.24,41.96,7.43,2024-03-04,03/04/2024
896,200011,"נע חלקי חילוף בע""מ",46901216GSP,ציריה שמאל פורטה 10+ עם רשיון,ציריות,GSP,459.0,52.0,0.0,ישראל בנינפלד,3.0,IN244004382,232.99,0.0,0.0,232.99,440.84,440.83,2,2,0,2,1070.0,44.14,83.53,194.62,440.84,2,2,83.53,44.14,13.22,2024-06-02,06/02/2024
