,תאריך ההזמנה,מתאריך,עד תאריך,תאריך אספקה,ת. סיום מתוכנן,ת. מבוקש,מספר לקוח,שם לקוח,מספר הזמנה,סטטוס הזמנה,סגורה חלקית,ספק מועדף,שם ספק מועדף,מק'ט,תאור מוצר,מק'ט לקוח,תיאור מק'ט לקוח,עלות (שורת הזמנה),לביצוע ע'י,מס' סוכן,שם סוכן,עמלת סוכן (%),הז. פנקס,כמות,רווח (שח),סכום (שח),עמלת סוכן ראשון,כמות ביח' מפעל,שווי יתרה,שווי יתרה (שח),יתרה לאספקה
1346,02/01/2024,,,02/01/2024,,02/01/2024,200081,אבזרי האחים שגב שלום,SO24000534,שולמה,Y,255079.0,BAW,73020407BAW,ק.ה שמאל אוקטביה 98-04/גולף/בורה/A3/קורדובה/טולדו/לאון,,,13.9,API,5,עזרא תמיר,3.0,,1,9.03,23.6,0.71,1,0.0,0.0,0
1347,02/01/2024,,,02/01/2024,,02/01/2024,200081,אבזרי האחים שגב שלום,SO24000534,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,5,עזרא תמיר,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1348,02/01/2024,,,02/01/2024,,02/01/2024,200088,אוטוטק חלפים,SO24000347,טיוטא,,255047.0,GSP,46451528GSP,ציריה ימין מזדה 12-16 CX5/13-16 2.5 6,,,211.22,idang,22,ישראל בליטי,3.0,,1,120.04,341.51,10.25,1,341.51,341.51,1
1349,02/01/2024,,,02/01/2024,,02/01/2024,200088,אוטוטק חלפים,SO24000347,טיוטא,,255047.0,GSP,46451534GSP,ציריה ימין מזדה CX5/+13 2.5 6 נפח 2.5 12+,,,211.22,idang,22,ישראל בליטי,3.0,,1,120.04,341.51,10.25,1,341.51,341.51,1
1350,02/01/2024,,,02/01/2024,,02/01/2024,200088,אוטוטק חלפים,SO24000347,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,22,ישראל בליטי,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
1351,02/01/2024,,,02/01/2024,,02/01/2024,200106,מוטי בנדרלי,SO24000293,שולמה,Y,255047.0,GSP,61821206GSP,הגה כח פוקוס 05-15,,,360.0,ilanc,3,ישראל בנינפלד,3.0,,2,513.67,1272.05,38.16,2,0.0,0.0,0
1352,02/01/2024,,,02/01/2024,,02/01/2024,200106,מוטי בנדרלי,SO24000293,שולמה,Y,255065.0,LPR,35392437LPR,ד.ב קד לנטרה עד 01/אלנטרה עד 01/סונטה עד 01/רקסטון 2.9,,,27.0,ilanc,3,ישראל בנינפלד,3.0,,1,21.99,50.5,1.52,1,0.0,0.0,0
1353,02/01/2024,,,02/01/2024,,02/01/2024,200106,מוטי בנדרלי,SO24000293,שולמה,Y,255065.0,LPR,35560107LPR,ד.ב קד אינפיניטי QX70/FX50/FX37/Q70,,,36.0,ilanc,3,ישראל בנינפלד,3.0,,1,30.93,69.01,2.07,1,0.0,0.0,0
1354,02/01/2024,,,02/01/2024,,02/01/2024,200106,מוטי בנדרלי,SO24000293,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
1355,02/01/2024,,,02/01/2024,,02/01/2024,200106,מוטי בנדרלי,SO24000311,שולמה,Y,255047.0,GSP,61372106GSP,הגה כח לנדקרוזר 92-02/פרדו,,,376.87,ilanc,3,ישראל בנינפלד,3.0,,1,255.57,652.14,19.56,1,0.0,0.0,0
1356,02/01/2024,,,02/01/2024,,02/01/2024,200112,קאסם מוחמד חלקי חילוף,SO24000491,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1357,02/01/2024,,,02/01/2024,,02/01/2024,200112,קאסם מוחמד חלקי חילוף,SO24000508,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1358,02/01/2024,,,02/01/2024,,02/01/2024,200123,"קארס פרטס בע""מ",SO24000305,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,13,דניאל שירזי,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1359,02/01/2024,,,02/01/2024,,02/01/2024,200156,"א.א.א.ד אילת בע""מ",SO24000400,שולמה,Y,255042.0,LONGKOU,41371528LONGKOU,צ.ב קד קורולה 19+ קוטר 282,,,39.55,API,23,עודד גורן,3.0,,10,191.35,605.0,18.15,10,0.0,0.0,0
1360,02/01/2024,,,02/01/2024,,02/01/2024,200156,"א.א.א.ד אילת בע""מ",SO24000400,שולמה,Y,255042.0,LONGKOU,41371530LONGKOU,צ.ב אח קורולה 19+ קוטר 274,,,24.4,API,23,עודד גורן,3.0,,4,63.42,166.0,4.98,4,0.0,0.0,0
1361,02/01/2024,,,02/01/2024,,02/01/2024,200156,"א.א.א.ד אילת בע""מ",SO24000400,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,23,עודד גורן,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
1362,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000298,טיוטא,,255083.0,TEKNOROT,71240104ER,משולש תח ימין דאסטר 10-18,,,69.0,ilanc,13,דניאל שירזי,3.0,,1,33.82,105.98,3.18,1,105.98,105.98,1
1363,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000337,שולמה,Y,255047.0,GSP,50550706GSP,תושבת מנוע ימין טידה,,,63.0,ilanc,13,דניאל שירזי,3.0,,1,39.82,105.69,3.17,1,0.0,0.0,0
1364,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000337,שולמה,Y,255047.0,GSP,50550961GSP,תושבת מנוע שמאל טידה,,,12.76,ilanc,13,דניאל שירזי,3.0,,1,6.64,19.94,0.6,1,0.0,0.0,0
1365,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000395,בוצעה,Y,255071.0,TOTAL,71552908TOTAL,משולש תח ימין סנטרה,,,63.96,idang,13,דניאל שירזי,3.0,,1,22.89,89.74,2.69,1,89.75,89.74,1
1366,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000395,בוצעה,Y,255071.0,TOTAL,71552910TOTAL,משולש תח שמאל סנטרה,,,63.96,idang,13,דניאל שירזי,3.0,,1,22.89,89.74,2.69,1,89.75,89.74,1
1367,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000401,שולמה,Y,255071.0,TOTAL,71552908TOTAL,משולש תח ימין סנטרה,,,63.96,idang,13,דניאל שירזי,3.0,,1,22.89,89.74,2.69,1,-89.75,-89.74,-1
1368,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000401,שולמה,Y,255071.0,TOTAL,71552910TOTAL,משולש תח שמאל סנטרה,,,63.96,idang,13,דניאל שירזי,3.0,,1,22.89,89.74,2.69,1,-89.75,-89.74,-1
1369,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000403,שולמה,Y,255042.0,LONGKOU,41451245LONGKOU,צ.ב קד מזדה 3 2.0 13+,,,44.8,idang,13,דניאל שירזי,3.0,,2,54.93,148.72,4.46,2,0.0,0.0,0
1370,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000406,טיוטא,,255047.0,GSP,46451527GSP,ציריה ימין מזדה CX5/+13 2.0 6 נפח 2.0 12+,,,211.22,ilanc,13,דניאל שירזי,3.0,,1,120.04,341.88,10.26,1,341.88,341.88,1
1371,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000416,שולמה,Y,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,idang,13,דניאל שירזי,3.0,,3,295.98,1650.43,49.51,3,0.0,0.0,0
1372,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000430,שולמה,Y,255047.0,GSP,47580902GSP,פעמון רפיד חור 30,,,58.37,idang,13,דניאל שירזי,3.0,,1,33.78,94.87,2.85,1,0.0,0.0,0
1373,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000437,שולמה,Y,255079.0,BAW,74140483BAW,ב.ג תח ב.מ.וו סדרה 91-98 E36 3 קצר,,,24.67,idang,13,דניאל שירזי,3.0,,1,16.0,41.88,1.26,1,0.0,0.0,0
1374,02/01/2024,,,02/01/2024,,02/01/2024,200161,"המדביק בית שמש בע""מ",SO24000444,שולמה,Y,260126.0,"אוקטן יבוא ושיווק בע""מ",7407272687718,"בוסטר לרכב בנזין ודיזל 22,000",,,135.0,idang,13,דניאל שירזי,3.0,,2,40.4,319.66,9.59,2,0.0,0.0,0
1375,02/01/2024,,,02/01/2024,,02/01/2024,200165,מ.אבו גואד,SO24000409,שולמה,Y,255042.0,LONGKOU,41781337LONGKOU,צ.ב קד פאסאט 06+/טיגואן/קאדי 04+/סופרב 09+ קוטר 312,,,46.6,ilanc,3,ישראל בנינפלד,3.0,,2,42.6,140.28,4.21,2,0.0,0.0,0
1376,02/01/2024,,,02/01/2024,,02/01/2024,200165,מ.אבו גואד,SO24000409,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.01,0.15,1,0.0,0.0,0
1377,02/01/2024,,,02/01/2024,,02/01/2024,200165,מ.אבו גואד,SO24000459,שולמה,Y,255068.0,YAS,68941411YAS,הגה מכני מגאן 09-15/פלואנס,,,231.8,ilanc,3,ישראל בנינפלד,3.0,,1,71.81,312.95,9.39,1,0.0,0.0,0
1378,02/01/2024,,,02/01/2024,,02/01/2024,200165,מ.אבו גואד,SO24000459,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1379,02/01/2024,,,02/01/2024,,02/01/2024,200166,"המדביק בע""מ",SO24000487,שולמה,Y,255047.0,GSP,46030200GSP,ציריה ימין + שמאל דימקס 13-19,,,164.01,ilanc,12,אילן כהן,3.0,,2,134.67,476.92,14.31,2,0.0,0.0,0
1380,02/01/2024,,,02/01/2024,,02/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000292,שולמה,Y,255042.0,LONGKOU,41641343LONGKOU,צ.ב קד ברלינגו C4/+17 5008/+17 3008/+19 פיקסו 14+ קוטר 304,,,52.53,idang,3,ישראל בנינפלד,3.0,,4,187.58,410.05,12.3,4,0.0,0.0,0
1381,02/01/2024,,,02/01/2024,,02/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000292,שולמה,Y,255068.0,YAS,68371819YAS,הגה מכני ראב 4 07-18,,,211.2,idang,3,ישראל בנינפלד,3.0,,2,216.2,658.44,19.75,2,0.0,0.0,0
1382,02/01/2024,,,02/01/2024,,02/01/2024,200168,ל.י. בלמי נתניה (2014),SO24000292,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
1383,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000280,שולמה,Y,255068.0,YAS,68390625YAS,הגה מכני I30 עד 11/סיד/פורטה,,,184.5,tabula,22,ישראל בליטי,3.0,132690.0,2,184.87,571.06,17.13,2,0.0,0.0,0
1384,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000280,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132690.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
1385,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000303,שולמה,Y,255083.0,TEKNOROT,72260500ER,מייצב קד ימין סיריון 06+,,,14.27,tabula,22,ישראל בליטי,3.0,132693.0,2,13.0,42.8,1.28,2,0.0,0.0,0
1386,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000303,שולמה,Y,255083.0,TEKNOROT,72260501ER,מייצב קד שמאל סיריון 06+,,,14.27,tabula,22,ישראל בליטי,3.0,132693.0,2,13.0,42.8,1.28,2,0.0,0.0,0
1387,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000303,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132693.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
1388,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000506,שולמה,Y,255047.0,GSP,46390300GSP,ציריה ימין I10 אוטומט,,,151.53,tabula,22,ישראל בליטי,3.0,132725.0,1,86.12,245.16,7.35,1,0.0,0.0,0
1389,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000506,שולמה,Y,255047.0,GSP,46390301GSP,ציריה שמאל I10 אוטומט,,,146.01,tabula,22,ישראל בליטי,3.0,132725.0,1,82.91,236.15,7.08,1,0.0,0.0,0
1390,02/01/2024,,,02/01/2024,,02/01/2024,200184,המלטש חיפה,SO24000506,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132725.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
1391,02/01/2024,,,02/01/2024,,02/01/2024,200189,השלום מחמוד,SO24000342,טיוטא,,255047.0,GSP,46392227GSP,ציריה שמאל סנטה פה 2.2 12+ דיזל,,,197.72,ilanc,5,עזרא תמיר,3.0,,1,112.2,319.78,9.59,1,319.79,319.78,1
1392,02/01/2024,,,02/01/2024,,02/01/2024,200189,השלום מחמוד,SO24000342,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,5,עזרא תמיר,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
1393,02/01/2024,,,02/01/2024,,02/01/2024,200190,"המגינים ח""ח בע""מ",SO24000384,שולמה,Y,255047.0,GSP,46020504GSP,ציריה ימין + שמאל A4,,,162.32,API,22,ישראל בליטי,3.0,,1,91.82,261.67,7.85,1,0.0,0.0,0
1394,02/01/2024,,,02/01/2024,,02/01/2024,200190,"המגינים ח""ח בע""מ",SO24000384,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,22,ישראל בליטי,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1395,02/01/2024,,,02/01/2024,,02/01/2024,200193,"אי.אמ.אס חלפים ושיווק בע""מ",SO24000300,שולמה,Y,255042.0,LONGKOU,41310906LONGKOU,צ.ב קד סיוויק 07+/סטרים 282 +05 FRV/+01,,,37.83,tabula,22,ישראל בליטי,3.0,132691.0,2,48.5,128.31,3.85,2,0.0,0.0,0
1396,02/01/2024,,,02/01/2024,,02/01/2024,200193,"אי.אמ.אס חלפים ושיווק בע""מ",SO24000300,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132691.0,1,-0.15,5.01,0.15,1,0.0,0.0,0
1397,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000282,שולמה,Y,255010.0,Standard Motor Products Europe Ltd,10371402LUCAS,קויל יאריס/יאריס ורסו/פריוס 1.5 עד 08,,,71.0,API,17,משה ונטורה,3.0,,1,20.81,94.49,2.83,1,94.5,94.49,1
1398,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000282,שולמה,Y,255047.0,GSP,71490702GSP,משולש תח שמאל גרנדיס,,,82.8,API,17,משה ונטורה,3.0,,1,43.79,130.29,3.91,1,0.0,0.0,0
1399,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000283,טיוטא,,255047.0,GSP,50310912GSP,תושבת מנוע ימין סיוויק 06-12 עם תושבת,,,85.29,ilanc,17,משה ונטורה,3.0,,1,45.18,134.19,4.03,1,134.19,134.19,1
1400,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000299,טיוטא,,255047.0,GSP,46621347GSP,ציריה פורסטר XV/+08 עד 13,,,123.4,ilanc,17,משה ונטורה,3.0,,1,70.12,199.15,5.97,1,199.15,199.15,1
1401,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000321,שולמה,Y,255010.0,Standard Motor Products Europe Ltd,10371402LUCAS,קויל יאריס/יאריס ורסו/פריוס 1.5 עד 08,,,71.0,API,17,משה ונטורה,3.0,,1,20.81,94.87,2.85,1,0.0,0.0,0
1402,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000341,שולמה,Y,255040.0,BREMBO,35140303BREMBO,ד.ב קד ב.מ.וו סדרה 1 04+/מיניקופר 07+,,,46.0,API,17,משה ונטורה,3.0,,1,29.18,77.53,2.33,1,77.54,77.53,1
1403,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000341,שולמה,Y,255071.0,TOTAL,71962419TOTAL,משולש תח ימין סוניק/אוואו 11+,,,82.16,API,17,משה ונטורה,3.0,,1,29.41,115.07,3.45,1,0.0,0.0,0
1404,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000341,שולמה,Y,255071.0,TOTAL,71962421TOTAL,משולש תח שמאל סוניק/אוואו 11+,,,82.16,API,17,משה ונטורה,3.0,,1,29.41,115.07,3.45,1,0.0,0.0,0
1405,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000382,טיוטא,,255071.0,TOTAL,71450404TOTAL,משולש תח ימין מזדה 4X4 BT50,,,130.0,ilanc,17,משה ונטורה,3.0,,1,46.54,182.05,5.46,1,182.05,182.05,1
1406,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000382,טיוטא,,255071.0,TOTAL,71450406TOTAL,משולש תח שמאל מזדה 4X4 BT50,,,130.0,ilanc,17,משה ונטורה,3.0,,1,46.54,182.05,5.46,1,182.05,182.05,1
1407,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000385,שולמה,Y,255560.0,OSSCA,10580108KOR,קויל אוקטביה 13+/גולף 13+/איביזה 14+ מנועי 1.4 1.2 1.0,,,42.51,API,17,משה ונטורה,3.0,,4,109.32,288.03,8.64,4,0.0,0.0,0
1408,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000392,שולמה,Y,255047.0,GSP,68260504GSP,הגה מכני סיריון 07-11 עם חריץ,,,137.3,API,17,משה ונטורה,3.0,,1,103.26,247.86,7.44,1,0.0,0.0,0
1409,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000427,שולמה,Y,255042.0,LONGKOU,41941408LONGKOU,צ.ב אח מגאן 16+ קוטר 260 עם מיסב,,,87.0,API,17,משה ונטורה,3.0,,4,137.0,500.0,15.0,4,0.0,0.0,0
1410,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000440,שולמה,Y,255047.0,GSP,50392224GSP,תושבת מנוע ימין על סנטה פה 2.4 12+,,,92.26,API,17,משה ונטורה,3.0,,1,51.79,148.26,4.45,1,0.0,0.0,0
1411,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000440,שולמה,Y,255079.0,BAW,73681377BAW,ק.ה סוויפט 06-10/ספלאש 09+,,,11.21,API,17,משה ונטורה,3.0,,2,14.56,38.06,1.14,2,0.0,0.0,0
1412,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000496,שולמה,Y,255047.0,GSP,59450400GSP,בולם קד 4X4 BT50 05-07,,,58.89,API,17,משה ונטורה,3.0,,2,6.38,128.21,3.85,2,0.0,0.0,0
1413,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000532,שולמה,Y,255047.0,GSP,47451255GSP,פעמון מזדה 3 עד 05 קצוץ,,,45.0,API,17,משה ונטורה,3.0,,1,33.09,80.39,2.41,1,0.0,0.0,0
1414,02/01/2024,,,02/01/2024,,02/01/2024,200195,"השלושה בי""מ מכני בע""מ",SO24000532,שולמה,Y,255561.0,AUTOROAD PAI,44260488ABA,גלגלת רצועה טריוס/סיריון/אלטו 09+,,,34.0,API,17,משה ונטורה,3.0,,1,17.41,52.93,1.59,1,0.0,0.0,0
1415,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000281,טיוטא,,255047.0,GSP,46490849GSP,ציריה שמאל האנטר 07-14/טריטון,,,151.77,idang,17,משה ונטורה,3.0,,1,85.88,244.99,7.35,1,245.0,244.99,1
1416,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000281,טיוטא,,255047.0,GSP,46490850GSP,ציריה ימין האנטר 07-14/טריטון,,,152.4,idang,17,משה ונטורה,3.0,,1,86.22,245.99,7.38,1,246.0,245.99,1
1417,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000281,טיוטא,,255047.0,GSP,47390367GSP,פעמון 14 I10+,,,52.0,idang,17,משה ונטורה,3.0,,1,33.85,88.49,2.65,1,88.5,88.49,1
1418,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000289,טיוטא,,255068.0,YAS,68371819YAS,הגה מכני ראב 4 07-18,,,211.2,idang,17,משה ונטורה,3.0,,1,124.91,346.15,10.38,1,346.15,346.15,1
1419,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000304,טיוטא,,255042.0,LONGKOU,41821509LONGKOU,צ.ב קד קונקט 03+ קוטר 278,,,35.3,idang,17,משה ונטורה,3.0,,1,21.93,59.02,1.77,1,59.03,59.02,1
1420,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000304,טיוטא,,255047.0,GSP,46240110GSP,ציריה שמאל דסטר 17+ 1.5 דיזל/דוקר/לודג'י,,,206.81,idang,17,משה ונטורה,3.0,,1,117.17,334.15,10.02,1,334.15,334.15,1
1421,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000304,טיוטא,,255060.0,DEFU,60310519DEFU,משאבת הגה כח אקורד 03-08,,,179.4,idang,17,משה ונטורה,3.0,,1,168.64,358.96,10.77,1,358.96,358.96,1
1422,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000335,טיוטא,,255047.0,GSP,47390671GSP,פעמון I30/פורטה עד 08/ולוסטר,,,55.23,idang,17,משה ונטורה,3.0,,1,34.5,92.31,2.77,1,92.31,92.31,1
1423,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000351,טיוטא,,255047.0,GSP,46391712GSP,ציריה שמאל טוסון 4X2 +15 נפח 2.0 לפי שילדה,,,167.9,idang,17,משה ונטורה,3.0,,1,94.97,270.98,8.13,1,270.98,270.98,1
1424,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000351,טיוטא,,260138.0,"ניפון פרטס פאי 2023 בע""מ",MC57239,גומי מייצב קד' מיצובישי אוטלנדר  33.5 ממ,,,7.5,idang,17,משה ונטורה,3.0,,1,26.45,34.99,1.05,1,35.0,34.99,1
1425,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000370,טיוטא,,255047.0,GSP,46451222GSP,ציריה שמאל מזדה 3 13-15 נפח 1.5 ציר 29 לפי שילדה,,,145.0,idang,17,משה ונטורה,3.0,,1,82.47,234.19,7.03,1,234.19,234.19,1
1426,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000373,טיוטא,,260138.0,"ניפון פרטס פאי 2023 בע""מ",A2760404MC,צ. מתכת פג'ו-8V 1.4 206-,,,40.95,idang,17,משה ונטורה,3.0,,1,58.38,102.56,3.08,1,102.56,102.56,1
1427,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000390,טיוטא,,255047.0,GSP,46900957GSP,ציריה ימין ספורטאג' לפי שילדה,,,147.8,idang,17,משה ונטורה,3.0,,1,84.03,238.92,7.17,1,238.93,238.92,1
1428,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000390,טיוטא,,255071.0,TOTAL,71552908TOTAL,משולש תח ימין סנטרה,,,63.96,idang,17,משה ונטורה,3.0,,1,22.89,89.51,2.69,1,89.51,89.51,1
1429,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000390,טיוטא,,255071.0,TOTAL,71552910TOTAL,משולש תח שמאל סנטרה,,,63.96,idang,17,משה ונטורה,3.0,,1,22.89,89.51,2.69,1,89.51,89.51,1
1430,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000404,טיוטא,,255047.0,GSP,46451527GSP,ציריה ימין מזדה CX5/+13 2.0 6 נפח 2.0 12+,,,211.22,idang,17,משה ונטורה,3.0,,1,120.04,341.39,10.24,1,341.39,341.39,1
1431,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000404,טיוטא,,255068.0,YAS,68371517YAS,הגה מכני קורולה 08-12/אוריס 08-12,,,211.2,idang,17,משה ונטורה,3.0,,1,71.24,291.08,8.73,1,291.09,291.08,1
1432,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000413,טיוטא,,255068.0,YAS,61941306YAS,הגה כח מסטר 10+,,,831.04,idang,17,משה ונטורה,3.0,,1,-831.04,0.0,0.0,1,0.0,0.0,1
1433,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000413,טיוטא,,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,idang,17,משה ונטורה,3.0,,1,195.66,650.43,19.51,1,650.43,650.43,1
1434,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,46020402GSP,ציריה ימין 13 A3+/אוקטביה 13+/גולף 13+,,,0.0,idang,17,משה ונטורה,3.0,,1,0.0,0.0,0.0,1,0.0,0.0,1
